Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,vibe,vibe_score
8247,3YVEmS5OcW9o6x85Iaq2L6,J.J. Cale,(70's) Seventies Collected Volume 2,Cajun Moon,0,134840,False,0.825,0.631,10,-11.283,0,0.0383,0.819,0.432,0.156,0.892,102.619,4,blues,romantic,0.753635
8282,3672DNEisN5yExyR4KUPww,Blind Melon,REGNIG DAG,No Rain,0,217200,False,0.359,0.573,9,-6.054,1,0.0326,0.665,0.000178,0.136,0.562,73.368,4,blues,romantic,0.5981200000000001
8289,1NFeTpNJR8TDP4UzpAix6X,Blind Melon,Hits Pop Rock 90's,No Rain,1,217200,False,0.359,0.573,9,-6.054,1,0.0326,0.665,0.000178,0.136,0.562,73.368,4,blues,romantic,0.5981200000000001
8290,7MIKwg3dDCWhxMVjMvqF1O,Blind Melon,Los Clásicos del Pop 90s,No Rain,1,217200,False,0.359,0.573,9,-6.054,1,0.0326,0.665,0.000178,0.136,0.562,73.368,4,blues,romantic,0.5981200000000001
8292,7udYCqlu5Y9hZFFcDFNtuO,Blind Melon,90's Music Grandi Successi,No Rain,0,217200,False,0.359,0.573,9,-6.054,1,0.0326,0.665,0.000178,0.136,0.562,73.368,4,blues,romantic,0.5981200000000001
8295,6MCy7TQ6qOvEdayIkbC8kc,Blind Melon,Fiesta temática 90s,No Rain,0,217200,False,0.359,0.573,9,-6.054,1,0.0326,0.665,0.000178,0.136,0.562,73.368,4,blues,romantic,0.5981200000000001
8328,6hBPDTyokEZHXwADGdJRMQ,Louis Prima;Keely Smith;Sam Butera & The Witnesses,christmas but not christmas songs,Buona Sera - Remastered 2002,0,180093,False,0.544,0.459,3,-8.069,1,0.0537,0.689,0.0,0.0346,0.852,99.931,4,blues,romantic,0.7174649999999999
8329,0PPIpnwOzCZMUaGiHbAEqc,Chris Rea,Cuddle Up Christmas,Driving Home for Christmas,0,239946,False,0.603,0.705,9,-7.547,1,0.0328,0.556,0.00013,0.342,0.89,90.12,4,blues,romantic,0.6831599999999999
8337,5hfxpv8PKfvk1oBg9PV9XF,Louis Prima;Keely Smith;Sam Butera & The Witnesses,christmas but not christmas songs,(Nothing's Too Good) For My Baby - Remastered,0,158240,False,0.755,0.393,3,-7.438,1,0.127,0.687,0.0,0.0524,0.804,107.763,4,blues,romantic,0.6703999999999999
8381,573o3RPFGAXaob5lqXzli7,Dr. John,New Orleans Voodoo Soul,Zu Zu Man,0,199960,False,0.428,0.594,9,-9.657,1,0.0693,0.875,2.2e-05,0.133,0.786,131.18,4,blues,romantic,0.7636850000000001
8388,0wP19iM8ULJyV0r0LFDsDv,Taj Mahal,Supa Chill,Paradise,0,251426,False,0.65,0.406,7,-13.492,1,0.0761,0.568,0.0,0.484,0.862,79.642,4,blues,romantic,0.667895
8398,25GlfPUk2HGcaomdxFSktV,Three Dog Night,Fiesta temática 70s,An Old Fashioned Love Song - Single Version,0,226600,False,0.456,0.555,10,-10.615,1,0.0369,0.508,0.0194,0.106,0.776,101.31,4,blues,romantic,0.6295550000000001
8399,2Bhq7YTxIZgkdbmRC1tZSZ,Three Dog Night,On air 70's Hits,An Old Fashioned Love Song - Single Version,0,226600,False,0.456,0.555,10,-10.615,1,0.0369,0.508,0.0194,0.106,0.776,101.31,4,blues,romantic,0.6295550000000001
8400,1kPBT8S2wJFNAyBMnGVZgL,Etta James,Tell Mama,I'd Rather Go Blind,71,156653,False,0.477,0.433,11,-6.473,0,0.0247,0.689,0.000195,0.151,0.611,82.52,3,blues,romantic,0.617165
8433,3jCw4TeJAt4H17uPkWo4M6,Slank,"999+09, Vol. 2",Orkes Sakit Hati,45,145319,False,0.38,0.595,9,-9.742,1,0.0381,0.547,0.0,0.155,0.909,132.439,4,blues,romantic,0.7105950000000001
8463,2uzlv8PjqsVvF1DhEahyhy,Mungo Jerry,In the Summertime,In the Summertime,27,211880,False,0.754,0.449,4,-14.013,1,0.0615,0.724,0.0,0.162,0.973,82.751,4,blues,romantic,0.7627749999999999
8486,42khMXWZYiyt9Yaw3lKgz5,Bernard Adamus,No 2,2176,40,316960,False,0.595,0.351,7,-9.469,1,0.0912,0.555,0.0,0.165,0.691,128.423,4,blues,romantic,0.59114
8526,0QIl44u6TbQQwwLPh9KekA,T.K. Soul,Southern Soul Royalty,I Wanna Hold My Baby,37,237010,False,0.667,0.451,1,-6.374,1,0.0529,0.602,0.000261,0.0994,0.657,78.038,4,blues,romantic,0.587005
8527,4x4RXnIbFxrftgJZ58v9Jb,Johnnie Taylor,Eargasm,Running Out Of Lies,39,292000,False,0.626,0.476,9,-8.585,1,0.0477,0.705,0.000133,0.657,0.653,78.762,3,blues,romantic,0.6256149999999999
8529,5qZKuuKGngifO5psg19XdO,J.J. Cale,Naturally,Don't Go To Strangers,61,143800,False,0.789,0.217,2,-20.727,0,0.0499,0.792,0.228,0.111,0.876,117.549,4,blues,romantic,0.740005
8531,1IqFh00G2kvvMm8pRMpehA,Janis Joplin,Pearl (Legacy Edition),Me and Bobby McGee,70,271333,False,0.43,0.463,2,-10.96,1,0.0442,0.303,5.84e-05,0.152,0.66,93.405,4,blues,romantic,0.5078400000000001
8600,4nmne9J3YCEdhvjTzwiAgu,Santana,Ultimate Santana,Black Magic Woman,62,195866,False,0.497,0.552,9,-7.102,0,0.0307,0.679,0.0314,0.089,0.633,124.359,4,blues,romantic,0.621265
8607,1bp2IO61zbQrbWNmKKxg3f,Steve Miller Band,The Joker,The Joker,74,264503,False,0.596,0.448,5,-9.616,1,0.0396,0.365,5.3e-06,0.206,0.796,83.293,4,blues,romantic,0.57437
8637,3PKim0rQYRayZdZY0KQ9OV,Johnnie Taylor,Taylored In Silk,We're Getting Careless With Our Love,37,239066,False,0.587,0.401,0,-11.648,1,0.0448,0.467,4.84e-06,0.178,0.75,96.975,3,blues,romantic,0.59001
8657,6TXnGAr6DLVYshIrMeP0lZ,Chuck Berry,New Juke Box Hits,Route 66,60,171413,False,0.686,0.692,10,-9.793,1,0.0419,0.902,0.000474,0.104,0.962,79.071,4,blues,romantic,0.8279049999999999
8687,1yKah8BCP3Vgq2tPBOLKL0,John Mayall & The Bluesbreakers;Eric Clapton,Bluesbreakers,All Your Love - Stereo,57,212600,False,0.321,0.625,2,-5.219,0,0.0302,0.491,5.08e-05,0.345,0.777,107.338,4,blues,romantic,0.63789
8740,4hxOfp6BebUvo4lfpphunp,The Miracles,Christmas Soul Classics,Silver Bells,0,120760,False,0.606,0.329,10,-14.312,1,0.0249,0.616,0.0,0.121,0.87,99.408,3,blues,romantic,0.695255
8747,5gI0EopYYNOgMRUb8KmkOs,Allen Toussaint,New Orleans Voodoo Soul,Everything I Do Gonh Be Funky - Live,0,84760,False,0.589,0.38,0,-16.975,1,0.0528,0.94,0.698,0.371,0.907,138.573,4,blues,romantic,0.82561
8755,36huM0UOR9A17TYAape2Xg,Vieux Farka Touré;Khruangbin,Ali,Diarabi,63,301242,False,0.39,0.582,10,-9.822,0,0.0427,0.466,0.356,0.292,0.561,79.633,4,blues,romantic,0.524415
8798,0oLdHGk4fPMd4TBXMTKEed,The Chiffons,(60's) Sixties Collected Volume 2,He's So Fine - Remastered 2000,0,112520,False,0.558,0.633,7,-3.265,1,0.0329,0.487,0.0,0.129,0.871,72.494,4,blues,romantic,0.6549550000000001
8845,6X8RqDZ09tGdBxOuDPEuq8,Slank,PISS,Tepi Campuhan,36,244349,False,0.556,0.472,4,-10.113,1,0.0251,0.361,0.0,0.086,0.688,99.52,4,blues,romantic,0.529095
8846,3FkzSXO9uZbQ4sgRgR8O0m,Fats Domino,The Fats Domino Jukebox: 20 Greatest Hits The Way You Originally Heard Them,Let The Four Winds Blow - Remastered 2002,32,138693,False,0.588,0.494,10,-10.687,1,0.0525,0.535,0.0155,0.0942,0.964,91.964,4,blues,romantic,0.709625
8848,1xnfXo6SIjAZqjHFiPaU82,Bernard Adamus,Sorel Soviet So What,Hola les lolos,33,257668,False,0.616,0.549,2,-9.391,1,0.0444,0.676,0.000186,0.501,0.643,110.623,4,blues,romantic,0.6121300000000001
8860,0sDeU2murnLh4yVHQ5IV70,Solomon Burke,Rock 'N Soul,Cry to Me,67,154906,False,0.733,0.624,4,-9.849,1,0.0374,0.623,0.0,0.407,0.912,114.586,4,blues,romantic,0.7032800000000001
8889,5AQpbyFoQmkOVwmlhKN4ii,J.J. Cale,Naturally,Call Me The Breeze,63,156840,False,0.814,0.418,11,-15.372,1,0.0382,0.75,0.0116,0.099,0.842,91.658,4,blues,romantic,0.7080899999999999
8890,3FkzSXO9uZbQ4sgRgR8O0m,Fats Domino,The Fats Domino Jukebox: 20 Greatest Hits The Way You Originally Heard Them,Let The Four Winds Blow - Remastered 2002,32,138693,False,0.588,0.494,10,-10.687,1,0.0525,0.535,0.0155,0.0942,0.964,91.964,4,blues,romantic,0.709625
8915,5yQ9iMZXGcr5rlO4hoLsP4,Ray Charles,What'd I Say,"What'd I Say, Pt. 1 & 2",62,307053,False,0.54,0.681,4,-5.44,1,0.0508,0.808,0.0,0.162,0.794,88.385,4,blues,romantic,0.73356
8921,2Qj1FilGsXITZbFVmVeoLy,Freddie King,Getting Ready... (World),I'm Tore Down,54,253333,False,0.64,0.496,2,-11.124,1,0.0413,0.616,4.63e-05,0.183,0.954,116.632,4,blues,romantic,0.7288350000000001
8964,06PdA0DLgF4BfAeUNZAbFG,Fats Domino,Fats Domino Swings,Blueberry Hill,61,147880,False,0.489,0.499,11,-9.702,1,0.0271,0.74,0.000236,0.156,0.829,133.341,3,blues,romantic,0.7317950000000001
8977,5P11rW6aJErF37MTfRZS31,Ray Charles,"Ray Charles (aka: Hallelujah, I Love Her So)","Hallelujah, I Love Her So",62,155506,False,0.696,0.547,5,-5.954,0,0.169,0.792,0.0,0.155,0.623,73.203,4,blues,romantic,0.6295
8990,5NmxBy0K1UIkgQl5TgClL6,The Cookies,Chains: The Best of the Cookies,Don't Say Nothin' Bad (About My Baby),33,165840,False,0.612,0.591,2,-7.138,1,0.0353,0.719,0.00833,0.478,0.908,124.118,4,blues,romantic,0.747285
8991,31jdflvTFQhJ4zmMJNTgl7,Bobby Day,The Rockin' Adventures of Bobby Day,Little Bitty Pretty One,32,148373,False,0.803,0.467,10,-10.171,0,0.0752,0.789,0.28,0.0565,0.935,85.731,4,blues,romantic,0.7628400000000002
9005,0EvH4HVrhZnvAfyctBSGrk,3030,Expectativas,Expectativas,52,201459,False,0.75,0.507,11,-9.219,0,0.058,0.798,0.0,0.31,0.897,136.937,4,brazil,romantic,0.75505
9036,3GitsRPchZRDyXlE4Aiyml,Antônio Carlos Jobim;Herbie Mann;João Gilberto,Chill in Brazil,Bolinha de papel,0,79000,False,0.797,0.415,5,-14.557,0,0.0514,0.881,0.0,0.0873,0.965,113.42,3,brazil,romantic,0.8103299999999999
9077,3prDqIeQ71JN430YOl55eB,Lukas Agustinho,Em Teus Braços (Acústico),Em Teus Braços - Acústico,52,255600,False,0.396,0.485,11,-8.249,1,0.0344,0.615,0.0,0.151,0.739,62.518,4,brazil,romantic,0.6564800000000001
9098,4MmDaMzOyCDEMCGkl55hva,Lulu Santos,Só as Melhores do Pop Rock Brasileiro,Tudo azul,0,218066,False,0.565,0.61,0,-13.236,1,0.0372,0.568,0.0,0.245,0.921,93.504,4,brazil,romantic,0.70489
9157,3QI2FbgxMG42vJjqNEHOP3,O Rappa,7 Vezes,Em busca do porrão - Versão 2,47,312280,True,0.652,0.57,5,-9.013,0,0.0259,0.638,0.00815,0.154,0.78,92.978,4,brazil,romantic,0.657805
9252,2KyjaRrklvkqdIGUEJSGto,Froid;Cynthia Luz,No Mundo da Lua / Abraço,No Mundo da Lua / Abraço,47,338861,False,0.648,0.646,8,-5.26,0,0.242,0.78,0.0,0.112,0.616,102.019,4,brazil,romantic,0.6233000000000001
9256,7f0PIXLhMDaLx0OtFXdW7d,Puro Suco;BEATDOMK,Bom dia Vietnã 2,Bom dia Vietnã 2,48,165488,False,0.648,0.514,11,-8.525,1,0.343,0.68,0.0,0.362,0.857,107.772,4,brazil,romantic,0.6917000000000001
9312,2m2QV4YsDoVNQ9Y6THdSg4,Charlie Brown Jr.,Imunidade Musical,Aquela Paz,49,176960,False,0.586,0.487,11,-9.29,1,0.0341,0.769,0.0001,0.181,0.693,123.897,5,brazil,romantic,0.6706949999999999
9473,3XmlyO6IhBbhvWszwk0ZDW,Nando Reis,Jardim - Pomar,Só Posso Dizer (São Paulo),46,198765,False,0.511,0.541,4,-8.841,1,0.0316,0.398,0.0,0.0986,0.719,73.931,4,brazil,romantic,0.56017
9509,3m2FNr5FlOyf94Slpae7vy,Lulu Santos,O Último Romântico,O último romântico,45,252306,False,0.716,0.494,4,-14.118,1,0.0288,0.62,1.28e-05,0.303,0.805,129.864,4,brazil,romantic,0.6562100000000001
9577,0tikP9agfqFyjJS4NLJHxp,Fabio Brazza;Vulto;Vitin,Golpe Baixo,Golpe Baixo,45,204000,False,0.488,0.589,5,-8.809,1,0.11,0.49,0.0,0.281,0.764,83.103,4,brazil,romantic,0.611
9584,5TpYmSOWMmtYLRXdOLdLaW,Legião Urbana,Acústico (Ao Vivo Em São Paulo / 1999),Há Tempos - Ao Vivo Em São Paulo / 1999,46,225400,False,0.38,0.552,7,-8.545,1,0.213,0.374,0.0,0.133,0.647,82.935,4,brazil,romantic,0.5234000000000001
9608,78uqYSOfbHaPnWq7vYgouJ,Xamã;Bagua Records;Gustah;Irineu Barsé,Acústico Cancún,Quinta Cínica - Acústico,46,136421,False,0.723,0.53,6,-9.372,0,0.145,0.806,0.0,0.112,0.774,95.01,4,brazil,romantic,0.7008500000000001
9630,4GYgRE5xx0GrBOiUdz6HTq,Leoni,Leoni - Ao Vivo,Alice (Não Me Escreva Aquela Carta de Amor) / Conspiração Internacional - Ao Vivo,45,201613,False,0.567,0.484,1,-8.201,0,0.0397,0.805,0.0,0.881,0.843,80.557,4,brazil,romantic,0.7524150000000001
9663,3KYbhVPCxYHIeZg8Zy07ay,Criolo;Emicida;Mano Brown,Criolo E Emicida Ao Vivo (Live),Vida Loka I - Live,44,271840,False,0.434,0.877,8,-5.945,0,0.247,0.849,0.0,0.653,0.662,82.109,4,brazil,romantic,0.6892999999999999
9676,4qeKW6iHErETwNb4sgdYkZ,Ventania,Só para Loucos,Marasmo,44,160640,False,0.693,0.511,9,-6.565,0,0.0567,0.773,4.52e-06,0.0708,0.65,114.982,4,brazil,romantic,0.640915
9772,2HXP76Wr3Cj2MlUQVa80Zi,Maneva,8 Anos (Ao Vivo),Vem Ver (Ao Vivo),44,244837,False,0.624,0.366,4,-12.763,0,0.037,0.643,5.38e-05,0.684,0.677,135.842,4,brazil,romantic,0.61545
9835,7LaYi5gdJtKtZkleknDBU9,Edson Gomes,O Melhor de Edson Gomes - Ao Vivo,Perdido de Amor - Ao Vivo,43,231893,False,0.673,0.611,0,-10.311,1,0.0314,0.623,0.000161,0.854,0.863,96.338,4,brazil,romantic,0.68753
9864,5aZuGNyDGuHcPk28R94vwd,Murica;BEATDOMK,Cascavel,Cascavel,44,151509,True,0.6,0.531,6,-8.253,0,0.419,0.618,0.0,0.288,0.682,84.777,4,brazil,romantic,0.59225
9875,1PrFUanL592dZNqwmZmqm6,Leoni,Você Sabe o Que Eu Quero Dizer,Temporada das Flores,44,217866,False,0.712,0.561,2,-8.876,1,0.0263,0.794,0.0178,0.105,0.672,112.028,4,brazil,romantic,0.6577850000000001
9890,5ovqe99T1FShehFNSs9qgy,Cidadão Quem,Acústico Theatro São Pedro (Ao Vivo),Dia Especial (Ao Vivo),43,291813,False,0.375,0.583,7,-8.364,1,0.0288,0.545,1.74e-05,0.964,0.598,89.428,4,brazil,romantic,0.57091
9918,0vJbHJ7RP01MIAmKhLCXg7,Gabriel Elias,Fiz Esse Som Pra Você,Fiz Esse Som Pra Você - Acústica,43,209339,False,0.773,0.306,4,-11.519,1,0.0393,0.778,0.0,0.166,0.753,114.034,4,brazil,romantic,0.6818850000000001
11036,4ZRs2BzVlK54h1GyZO799I,Paolo Nutini,Human - Best Adult Pop Tunes,Numpty,0,234066,True,0.839,0.441,6,-9.024,1,0.0499,0.727,9.86e-06,0.11,0.897,123.007,4,british,romantic,0.7217049999999999
11085,3fkmbSU0jw78MwI9RD46oW,Seal,Feeling Good - Adult Pop Favorites,For the Love of You,0,252906,False,0.728,0.538,11,-9.097,0,0.0233,0.66,0.00104,0.167,0.79,101.993,4,british,romantic,0.662535
11086,4TEm9jNuY0PdBJUskXl1Jq,Tom Jones,60s Christmas Party,It's Not Unusual,0,120240,False,0.521,0.815,0,-6.148,1,0.0549,0.518,0.0,0.126,0.95,92.782,4,british,romantic,0.7039550000000001
11113,3evG0BIqEFMMP7lVJh1cSf,The Beatles,The Beatles 1967 - 1970 (Remastered),Don't Let Me Down - Remastered 2009,68,215733,False,0.593,0.289,4,-11.049,1,0.0259,0.568,0.000829,0.0928,0.733,77.119,4,british,romantic,0.6180549999999999
11128,5GjPQ0eI7AgmOnADn1EO6Q,The Beatles,Revolver (Remastered),Eleanor Rigby - Remastered 2009,69,126533,False,0.581,0.28,4,-9.091,0,0.0381,0.936,1.56e-05,0.305,0.813,137.831,4,british,romantic,0.7834450000000001
11166,4dkoqJrP0L8FXftrMZongF,The Beatles,Let It Be (Remastered),Across The Universe - Remastered 2009,66,228133,False,0.257,0.412,1,-11.788,1,0.0287,0.361,8.68e-05,0.0702,0.858,152.126,4,british,romantic,0.635315
11167,4joiWvli4qJVEW6qZV2i2J,The Beatles,With The Beatles (Remastered),All My Loving - Remastered 2009,68,127853,False,0.416,0.563,1,-8.724,0,0.0298,0.207,0.0,0.343,0.9,77.56,4,british,romantic,0.58436
11176,3TlIt0ReIxPsVZcOEivT5U,Tom Jones,Along Came Jones,It's Not Unusual,71,119800,False,0.476,0.722,0,-10.017,1,0.0646,0.598,0.0,0.184,0.909,92.966,4,british,romantic,0.7175199999999999
11196,0wEo4mwfs6tXYgCem9m9wP,Yusuf / Cat Stevens,Teaser And The Firecat (Remastered 2021),The Wind - Remastered 2021,67,102986,False,0.765,0.291,2,-14.456,1,0.0397,0.787,0.000446,0.149,0.806,115.751,4,british,romantic,0.709665
11208,09x9v1o51dbqi5H0u7UGfp,The Beatles,The Beatles (Remastered),I Will - Remastered 2009,63,105933,False,0.631,0.387,5,-11.529,1,0.0262,0.742,0.000406,0.0822,0.832,103.11,4,british,romantic,0.71969
11220,2uzlv8PjqsVvF1DhEahyhy,Mungo Jerry,In the Summertime,In the Summertime,27,211880,False,0.754,0.449,4,-14.013,1,0.0615,0.724,0.0,0.162,0.973,82.751,4,british,romantic,0.7627749999999999
11227,6lFZbCc7pn6Lme1NP7qQqQ,The Rolling Stones,Let It Bleed,You Can't Always Get What You Want,68,448720,False,0.32,0.62,0,-9.686,1,0.0594,0.64,6.36e-05,0.253,0.472,86.327,4,british,romantic,0.55143
11244,7CQHnCZYWafgbHRWIxOu4S,Marianne Faithfull,(70's) Seventies Collected Volume 2,The Ballad Of Lucy Jordan,0,249933,False,0.695,0.386,4,-11.59,1,0.0372,0.795,0.0023,0.11,0.727,120.592,4,british,romantic,0.6840399999999999
11272,1fSdAkbofT03q7ddO2jdss,The Kinks,Everybody's in Show-Biz (Super Deluxe),Supersonic Rocket Ship,28,211578,False,0.612,0.42,7,-15.645,1,0.0443,0.855,0.0166,0.1,0.874,150.125,4,british,romantic,0.7791349999999999
11299,68BTFws92cRztMS1oQ7Ewj,The Beatles,Magical Mystery Tour (Remastered),All You Need Is Love - Remastered 2009,65,230386,False,0.4,0.48,7,-7.768,1,0.0295,0.346,3.1e-05,0.155,0.653,103.436,4,british,romantic,0.523475
11309,2Mtd0VvFbC2mX44EvGq1cq,Lorne Balfe;Assassin's Creed,Assassin's Creed 3 (Original Game Soundtrack),Fight Club,54,125133,False,0.558,0.469,0,-13.878,0,0.0439,0.498,0.0472,0.0762,0.753,122.979,4,british,romantic,0.605155
11350,65krtHkaYLPr0mEbjL61UP,Sade,The Best of Sade,Kiss of Life,66,251333,False,0.723,0.47,6,-11.302,0,0.028,0.633,0.0373,0.0968,0.783,97.107,4,british,romantic,0.6501999999999999
11358,1kDkaFlmkdEZiVUogaP9OZ,The Beatles,Revolver (Remastered),For No One - Remastered 2009,62,119813,False,0.483,0.351,1,-10.487,0,0.0278,0.783,0.0,0.115,0.713,81.208,4,british,romantic,0.69521
11417,3MtP9T0WF4xbIo8vqHYeXM,Dusty Springfield,Dusty... Definitely,Spooky,66,164173,False,0.752,0.445,4,-12.725,0,0.0338,0.5,0.0,0.0912,0.964,106.283,4,british,romantic,0.68191
11424,3IYRbqSeqF793DY12sPvm5,Vicky Arlidge,"Sing and Learn, Vol. 2 - A Collection of Action Songs to Help Little Ones Learn and Develop",5 Little Monkeys Jumping on the Bed,52,99708,False,0.639,0.408,0,-9.671,1,0.054,0.787,1.72e-06,0.303,0.812,62.607,4,british,romantic,0.7242500000000001
11435,50xwQXPtfNZFKFeZ0XePWc,The Beatles,Revolver (Remastered),Yellow Submarine - Remastered 2009,61,158880,False,0.604,0.549,1,-9.873,1,0.0389,0.531,0.0,0.438,0.696,111.398,4,british,romantic,0.5867049999999999
11466,113uFE0zMYEm2ZGAUGES6S,Tom Jones,The Collection,Green Green Grass Of Home,40,185200,False,0.539,0.298,8,-17.579,1,0.0267,0.386,1.33e-05,0.112,0.791,95.412,4,british,romantic,0.585815
11468,2v8B8d17Xxu9uLU5sNiHSL,Tom Jones,Delilah,Delilah,61,204160,False,0.528,0.482,9,-10.939,0,0.027,0.614,0.0,0.549,0.788,95.82,1,british,romantic,0.66535
11474,6tQvjqDIK9GXWIC6mejms8,The Beatles,Rubber Soul (Remastered),Girl - Remastered 2009,60,151720,False,0.699,0.294,5,-13.205,0,0.0294,0.587,0.0,0.117,0.893,96.615,4,british,romantic,0.6859299999999999
11488,788U1Sqej9M6c4iikuDGxO,The Beatles,Help! (Remastered),I've Just Seen A Face - Remastered 2009,60,125040,False,0.647,0.56,9,-8.809,1,0.0387,0.723,0.0,0.118,0.913,120.418,3,british,romantic,0.7472650000000001
11494,1yKah8BCP3Vgq2tPBOLKL0,John Mayall & The Bluesbreakers;Eric Clapton,Bluesbreakers,All Your Love - Stereo,57,212600,False,0.321,0.625,2,-5.219,0,0.0302,0.491,5.08e-05,0.345,0.777,107.338,4,british,romantic,0.63789
11500,0Wv8IXRUDZOfmFJHC1VOFI,The Beatles,1 (Remastered),Eleanor Rigby - Remastered 2015,58,125866,False,0.605,0.314,0,-7.631,1,0.0327,0.916,0.0,0.359,0.836,138.148,4,british,romantic,0.784665
11508,23ehR4jpFQFMfDADgFdXR7,Craig David;Sting,Slicker than Your Average,Rise & Fall (feat. Sting),61,287226,False,0.405,0.589,6,-7.51,0,0.0586,0.252,0.0,0.661,0.808,83.373,4,british,romantic,0.55837
11634,6X9UU69q4YqbcCceEwonAX,James Hunter,The Hard Way,Tell Her,30,204960,False,0.728,0.468,7,-9.2,1,0.0313,0.692,5.09e-06,0.149,0.734,113.155,4,british,romantic,0.648135
11637,1sQ5WUWw3JrsSEhdiQlfRt,The Seekers,The Seekers,I'll Never Find Another You,55,162320,False,0.567,0.672,10,-7.666,1,0.0336,0.75,0.0837,0.367,0.79,126.509,4,british,romantic,0.70962
11680,2Gsare6GuBE2Ph3zJanNKl,Charlie Cunningham,Lines,You Sigh,60,178826,False,0.629,0.451,6,-9.974,1,0.0284,0.852,0.06,0.141,0.681,90.965,4,british,romantic,0.69033
11738,7eiNxeOC8dvYAJWgTOu6xn,Yusuf / Cat Stevens,Buddha And The Chocolate Box,Oh Very Young,59,156773,False,0.728,0.413,9,-11.188,1,0.0372,0.696,0.000398,0.0861,0.655,111.038,4,british,romantic,0.61369
11747,1TqK433GmmiRzqoB69ivho,Sandie Shaw,(60's) Sixties Collected Volume 2,Long Live Love - Remastered 2004,0,162133,False,0.536,0.469,0,-8.759,1,0.0571,0.599,0.0,0.237,0.898,151.58,4,british,romantic,0.707295
11761,5zqJlEJcn0EfnvAScH8swK,The Beatles,Yellow Submarine Songtrack,All You Need Is Love,53,226666,False,0.364,0.483,7,-8.22,1,0.0317,0.281,1.53e-06,0.113,0.7,102.967,4,british,romantic,0.525365
11795,6D7G8sLiBj2LYPnSZY1ccX,Seth Lakeman,Poor Man's Heaven,Solomon Browne,27,173826,False,0.425,0.706,5,-7.054,1,0.0306,0.583,2.73e-06,0.172,0.921,78.47,3,british,romantic,0.7244700000000001
11811,2baEFuU0gQon0hgVRioI1o,The Beatles,Please Please Me (Remastered),Anna (Go To Him) - Remastered 2009,57,177133,False,0.608,0.565,2,-11.06,1,0.0336,0.635,0.0,0.0601,0.835,109.286,4,british,romantic,0.68552
11820,2X9H5BokS1u5O46YpNYNsZ,The Beatles,The Beatles (Remastered),I'm So Tired - Remastered 2009,55,123493,False,0.433,0.483,9,-9.422,1,0.175,0.656,2.64e-05,0.539,0.717,68.492,4,british,romantic,0.6502
11834,2VmB1rF9FtfKUmFHDVnq8Q,The Beatles,Please Please Me (Remastered),Baby It's You - Remastered 2009,55,160520,False,0.608,0.494,4,-12.211,0,0.0345,0.778,0.0,0.0926,0.879,112.421,4,british,romantic,0.755325
11846,340t55txxJWQmTFK7wARZh,Yusuf / Cat Stevens,Tea For The Tillerman (Super Deluxe),"If You Want To Sing Out, Sing Out",61,165133,False,0.687,0.284,0,-13.452,1,0.0355,0.791,0.0145,0.158,0.851,132.242,4,british,romantic,0.7393249999999999
11868,7tJHvRoGvkckZkZk5ORUot,Nick Mulvey,In Your Hands,In Your Hands - Single Version,61,230164,False,0.605,0.598,3,-9.263,1,0.0323,0.605,0.00999,0.157,0.753,105.945,4,british,romantic,0.638485
11894,0zYJtGmcxKdvQkMbKAHvbb,The James Hunter Six,Whatever It Takes,Blisters,28,166733,False,0.697,0.519,9,-9.324,1,0.0708,0.832,0.792,0.104,0.871,112.247,4,british,romantic,0.7599099999999999
11927,4RdJFhfLQcezwN5LsXl4qP,The Beatles,Revolver (Remastered),Love You To - Remastered 2009,52,179826,False,0.391,0.593,5,-8.999,1,0.0413,0.7,0.000249,0.0829,0.707,123.986,4,british,romantic,0.6719849999999998
11936,3AyUAvAQGKyMzC9jGQeIlX,FASCINATING AIDA,Silver Jubilee,Dogging,26,205906,True,0.622,0.475,5,-10.27,1,0.242,0.915,2.11e-05,0.714,0.875,151.705,4,british,romantic,0.7897000000000001
11977,7rkzy12RaGPUbIQ04mwRVQ,Peppa Pig,Peppa's Adventures: The Album,Recycling,44,146960,False,0.768,0.396,4,-7.364,1,0.063,0.892,0.0,0.214,0.843,100.9,4,british,romantic,0.7616
11980,4LAaQICLZWNM6dTfKYHYbN,Daniel Pemberton,Amsterdam (Original Motion Picture Soundtrack),Welcome To My World,19,140080,False,0.67,0.276,0,-15.737,1,0.0471,0.787,0.466,0.118,0.798,167.957,4,british,romantic,0.715195
11983,4ltC6PrqkTtpcRNi5lvS4z,The Beatles,Beatles For Sale (Remastered),No Reply - Remastered 2009,54,136066,False,0.718,0.593,0,-9.976,1,0.0377,0.67,0.0,0.172,0.869,124.251,4,british,romantic,0.7018650000000001
12010,4AueyrUkD7CuzvtUbhYH8I,my little airport,SABINA之淚,因講了出來,44,161032,False,0.606,0.361,9,-12.514,1,0.0299,0.597,0.000734,0.142,0.635,104.995,4,cantopop,romantic,0.582605
12017,0hUCOkpH3V28JChX2tiHY8,my little airport,火炭麗琪,驗孕的下晝,39,146979,False,0.672,0.351,7,-9.991,0,0.0368,0.744,0.0015,0.0791,0.721,85.28,4,cantopop,romantic,0.66581
