track_id,track_name,artists,vibe_suggested,vibe_score,reason,danceability,energy,valence,acousticness,instrumentalness,speechiness,tempo
7jrnZxYFBJFHO7hcJBCAIl,Overwhelmed,Royal & the Serpent,party,0.6066,"party_low_d_or_e d=0.80, e=0.32",0.804,0.323,0.456,0.308,0.0,0.305,87.019
2fGRJzoiYJYAzlQAyBONMb,Morning Sex,Ralph Castelli,party,0.6455850000000001,"party_low_d_or_e d=0.81, e=0.35",0.81,0.353,0.731,0.0473,0.000104,0.0437,124.991
6TtLTWOLUrG88dCZawBywQ,Xullo Son,Debabrata Gogoi;Rajnish Saikia,relax,0.64485,"relax_high_e_or_d e=0.40, d=0.71",0.709,0.395,0.463,0.696,0.00115,0.0396,129.825
5zZt5BzzSrUXwytlRatvc2,Cigarette Duet,Princess Chelsea,workout,0.4805008333333334,"workout_low_e_or_tempo e=0.54, tempo=105.0",0.353,0.539,0.176,0.326,0.00141,0.0283,104.966
4nZhS4vsnO50wnSyMJraBj,Upside Down (feat. Charlie Puth),JVKE;Charlie Puth,party,0.6474300000000001,"party_low_d_or_e d=0.82, e=0.44",0.816,0.444,0.566,0.284,0.0243,0.0546,120.022
4vHNeBWDQpVCmGbaccrRzi,Goodie Bag,Still Woozy,relax,0.6521,"relax_high_e_or_d e=0.52, d=0.74",0.739,0.522,0.619,0.821,0.00124,0.151,138.263
6iWEhoALoBFnQMNVhYY0Sc,You're Somebody Else,flora cash,relax,0.74395,"relax_high_e_or_d e=0.46, d=0.71",0.706,0.46,0.226,0.847,0.00793,0.0296,102.98
26ZX2JrAb8AFbr8FFfAsO7,sex,EDEN,workout,0.5076070833333334,"workout_low_e_or_tempo e=0.52, tempo=103.4",0.413,0.521,0.532,0.162,0.0,0.0466,103.391
2ThKcMBfuQilrlCkGlCdgM,Kesariya Balam,Mame Khan,workout,0.6785675,"workout_low_e_or_tempo e=0.53, tempo=159.8",0.407,0.531,0.546,0.687,0.0,0.0351,159.846
4kRc7p2V90iXGJpFOksF6q,Nachahe Ko Hoina,The Edge Band,workout,0.60346625,"workout_low_e_or_tempo e=0.52, tempo=145.0",0.479,0.524,0.194,0.229,0.00115,0.0273,145.017
6qkoo6SQru2khgh87tarNT,Aamar Motey,Anupam Roy,relax,0.66185,"relax_high_e_or_d e=0.37, d=0.75",0.75,0.373,0.61,0.755,0.022,0.0285,105.045
4oshlvRRnQp7s66QwfoIJX,Karutha Penne - Rendition,Sanah Moidutty,party,0.6444,"party_low_d_or_e d=0.90, e=0.45",0.903,0.449,0.198,0.165,8.69e-05,0.116,121.984
2xM3uCZU5YLiVAWqhY02dx,Awaken (Feel Alive),Big Wild;Surfaces,workout,0.5614683333333333,"workout_low_e_or_tempo e=0.49, tempo=140.0",0.401,0.492,0.174,0.192,0.0,0.0328,140.012
4cQrSREMqBSvJ8ZzBZjVb8,Mile High (feat. Travis Scott & Metro Boomin),James Blake;Travis Scott;Metro Boomin,party,0.5474,"party_low_d_or_e d=0.75, e=0.37",0.754,0.37,0.228,0.403,6.22e-05,0.12,114.941
1Tfxi7N3DW4zvAuVjt9g8X,Moana,G-Eazy;Jack Harlow,workout,0.7363000000000001,"workout_low_e_or_tempo e=0.50, tempo=205.9",0.753,0.502,0.349,0.0439,1.54e-06,0.264,205.895
4228YpK0ZZuY4CZzBDVi3q,moon and back,JVKE,workout,0.7296999999999999,"workout_low_e_or_tempo e=0.49, tempo=180.1",0.594,0.494,0.486,0.571,2.48e-05,0.0722,180.132
0YtUhW9p7E0DgU6bFzGxLF,Zoom Zoom,Polo & Pan,workout,0.6838312499999999,"workout_low_e_or_tempo e=0.85, tempo=94.0",0.678,0.849,0.499,0.0461,0.625,0.0367,94.005
25U9U1ELUmaVOhDGX6nNzM,Deep Sea Diver,Briston Maroney,workout,0.52709125,"workout_low_e_or_tempo e=0.54, tempo=108.0",0.604,0.54,0.297,0.174,0.0296,0.0251,107.997
6MmdnIXWRebnkXm5DPe0Oj,Deep Sea Diver,Briston Maroney,workout,0.52709125,"workout_low_e_or_tempo e=0.54, tempo=108.0",0.604,0.54,0.297,0.174,0.0296,0.0251,107.997
24upABZ8A0sAepfu91sEYr,Moon (And It Went Like),Kid Francescoli;Julia Minkin,focus,0.61365,"focus_low_inst_or_high_e inst=0.86, e=0.66",0.662,0.657,0.0584,0.288,0.856,0.0345,117.986
3qk4wRMDlaeagZGjSYbsOV,Sober,G-Eazy;Charlie Puth,workout,0.6011195833333334,"workout_low_e_or_tempo e=0.77, tempo=96.3",0.558,0.766,0.182,0.263,0.0,0.231,96.281
6cj1qZxN3I2OxvYMDlIsNN,Like This,Jake Scott,relax,0.6902,"relax_high_e_or_d e=0.33, d=0.70",0.704,0.327,0.491,0.749,0.0,0.396,96.082
4rIh6qpabjGU9JEYygzhud,Plastic Plants,Mahalia,party,0.6835,"party_low_d_or_e d=0.82, e=0.44",0.823,0.441,0.752,0.636,7.68e-05,0.156,135.947
5KGYDSI57XnX1xqxhOvW2Q,Plastic Plants,Mahalia,party,0.6835,"party_low_d_or_e d=0.82, e=0.44",0.823,0.441,0.752,0.636,7.68e-05,0.156,135.947
1GqlrKuFFZwOKhULYTTeag,Soft Boy,Wilbur Soot,workout,0.68012,"workout_low_e_or_tempo e=0.41, tempo=170.9",0.676,0.415,0.608,0.0942,0.0,0.273,170.904
5g16JoBfDBqq3Rb5DvsYVX,BRB - Acoustic Version,Mahalia,relax,0.7245000000000001,"relax_high_e_or_d e=0.25, d=0.71",0.712,0.251,0.627,0.807,0.0,0.0473,79.956
2ZkoIuZaRbU14w3LSDAyNB,BRB - Acoustic Version,Mahalia,relax,0.7245000000000001,"relax_high_e_or_d e=0.25, d=0.71",0.712,0.251,0.627,0.807,0.0,0.0473,79.956
22x1tZbYamgdjebrfCWb9I,BRB - Acoustic Version,Mahalia,relax,0.7245000000000001,"relax_high_e_or_d e=0.25, d=0.71",0.712,0.251,0.627,0.807,0.0,0.0473,79.956
55YYjT233VWZQN4jzQhKPJ,Nessuno Vuole Essere Robin,Cesare Cremonini,workout,0.5980062500000001,"workout_low_e_or_tempo e=0.54, tempo=138.0",0.516,0.535,0.247,0.601,0.0,0.0317,137.985
7nz5qUO3ZtyfpMV4SuRWku,Bandheh,Indian Ocean,workout,0.53072625,"workout_low_e_or_tempo e=0.42, tempo=135.0",0.612,0.425,0.17,0.36,7.85e-06,0.0499,135.009
5F3vGwldN4pLHUNyBR2JjU,Nischal,Albatross,workout,0.55374125,"workout_low_e_or_tempo e=0.72, tempo=79.6",0.46,0.72,0.547,0.0121,3.95e-06,0.0454,79.557
7FjIYiD53wxlQmzTT6Wdpf,space girl,Frances Forever,party,0.49760000000000004,"party_low_d_or_e d=0.67, e=0.40",0.669,0.395,0.196,0.332,0.000196,0.03,125.979
1XsYFNdIsiFLt7qbQPsUKN,Bistarai,Rohit John Chettri,workout,0.59678,"workout_low_e_or_tempo e=0.48, tempo=140.0",0.623,0.484,0.349,0.434,0.0,0.026,140.016
0HuS5vFQd06cXV54I0twkV,Face,Prateek Kuhad,relax,0.7026500000000001,"relax_high_e_or_d e=0.67, d=0.48",0.481,0.669,0.351,0.92,0.0219,0.455,128.219
5FdhIyuyIvTvTrWERpE0lF,Break Free,When Chai Met Toast,workout,0.5152308333333333,"workout_low_e_or_tempo e=0.61, tempo=95.0",0.586,0.608,0.202,0.132,5.16e-05,0.0247,94.982
0KpAm8TtyHPZmxdPO7npYO,we made it.,david hugo,workout,0.7544291666666667,"workout_low_e_or_tempo e=0.52, tempo=176.1",0.653,0.515,0.674,0.0706,0.0,0.267,176.05
3C1t9vvGBtSsSV858iEk4A,Christmas (Baby Please Come Home),ROZES,relax,0.62145,"relax_high_e_or_d e=0.62, d=0.51",0.507,0.616,0.353,0.744,3.15e-06,0.0376,65.372
6A2itXgDf96XHp9qR6oyPN,Meteor Shower,Cavetown,workout,0.6545829166666667,"workout_low_e_or_tempo e=0.49, tempo=170.0",0.512,0.488,0.141,0.428,5.1e-05,0.0328,170.017
3nN78VByF88gztH6V1hceP,Please Don't Leave Just Yet,Holly Humberstone,party,0.613535,"party_low_d_or_e d=0.77, e=0.38",0.771,0.378,0.616,0.592,0.00172,0.0517,128.091
4h9oLGyXoSN83H4wPGg3Rh,Please Don't Leave Just Yet,Holly Humberstone,party,0.6224700000000001,"party_low_d_or_e d=0.77, e=0.40",0.772,0.396,0.643,0.575,0.00149,0.0484,128.099
7qwt4xUIqQWCu1DJf96g2k,Hello?,Clairo;Rejjie Snow,relax,0.6509900000000001,"relax_high_e_or_d e=0.47, d=0.84",0.839,0.473,0.0644,0.641,0.000459,0.0607,98.732
3QGppKBPd9gHOgHJzRbVIw,Hate The Way (feat. blackbear),G-Eazy;blackbear,workout,0.63294875,"workout_low_e_or_tempo e=0.86, tempo=82.0",0.569,0.865,0.361,0.0673,0.0,0.266,82.011
6lkIxqlCsnY3EW6ZobZbXi,Drugs (feat. Two Feet),UPSAHL;Two Feet,workout,0.7013683333333335,"workout_low_e_or_tempo e=0.55, tempo=153.8",0.824,0.549,0.434,0.373,0.0,0.226,153.812
0ax8NVafraj3HnfCwvnHK4,Loose Change,Devin Kennedy,party,0.67848,"party_low_d_or_e d=0.82, e=0.42",0.825,0.42,0.781,0.326,0.0,0.0516,119.953
4xb8JHIN56xixSl6vkSPjm,Siren,Kailee Morgue,workout,0.6195708333333333,"workout_low_e_or_tempo e=0.51, tempo=145.9",0.603,0.512,0.271,0.454,0.00014,0.0402,145.91
5JJPfHpByZ66XsEyCNVi2p,Krystal,Matt Maltese,focus,0.70035,"focus_low_inst_or_high_e inst=0.78, e=0.51",0.521,0.509,0.37,0.738,0.784,0.0276,153.563
164OhifL9Eld1xMaptReyR,for your time - Audiotree Live Version,Prateek Kuhad,relax,0.8505,"relax_high_e_or_d e=0.17, d=0.76",0.759,0.166,0.364,0.918,0.000366,0.0393,110.88
5Yx9t9RgATAtYoHN8gbRM0,Fool,Frankie Cosmos,workout,0.50025375,"workout_low_e_or_tempo e=0.43, tempo=120.2",0.511,0.435,0.343,0.301,8.2e-05,0.0408,120.207
3bTzAFtvHyDWJcIyTQijGO,Michelle,Sir Chloe,workout,0.45140375,"workout_low_e_or_tempo e=0.44, tempo=115.6",0.352,0.442,0.108,0.0808,2.32e-05,0.0297,115.647
2Co0IjcLTSHMtodwD4gzfg,I Bet on Losing Dogs,Mitski,workout,0.4164566666666667,"workout_low_e_or_tempo e=0.49, tempo=82.0",0.398,0.493,0.412,0.00347,0.000157,0.0303,82.048
5XeFesFbtLpXzIVDNQP22n,I Wanna Be Yours,Arctic Monkeys,party,0.43258,"party_low_d_or_e d=0.46, e=0.42",0.464,0.417,0.479,0.136,0.022,0.0256,67.528
322TxW77VZdX9gHynK5Xue,Aaj Na,Ritviz,party,0.50475,"party_low_d_or_e d=0.66, e=0.34",0.659,0.345,0.338,0.106,0.0,0.107,84.761
08kTa3SL9sV6Iy8KLKtGql,Kasoor,Prateek Kuhad,workout,0.5107704166666668,"workout_low_e_or_tempo e=0.50, tempo=107.0",0.558,0.497,0.444,0.0285,5.36e-06,0.0256,107.047
0Cy7wt6IlRfBPHXXjmZbcP,Love Me Like You Do,Ellie Goulding,workout,0.5117683333333334,"workout_low_e_or_tempo e=0.60, tempo=95.0",0.489,0.597,0.324,0.27,0.0,0.0292,95.012
0YLSjVxSb5FT1Bo8Tnxr8j,Baaraat,Ritviz;Nucleya,party,0.5803950000000001,"party_low_d_or_e d=0.68, e=0.45",0.678,0.449,0.606,0.477,0.0,0.0869,100.033
5nTbPFqLKmQdIg1SD8KgG4,Meri Baaton Mein Tu,Anuv Jain,workout,0.5775775,"workout_low_e_or_tempo e=0.46, tempo=142.9",0.623,0.455,0.233,0.426,0.0,0.0302,142.878
7JOFplrLQfYkuEcWCASZDo,Iktara - Lofi Flip,Kavita Seth;Amitabh Bhattacharya;VIBIE,workout,0.6334575,"workout_low_e_or_tempo e=0.52, tempo=159.9",0.382,0.52,0.179,0.225,0.0506,0.0366,159.894
6RtnuC14DOUrvpRgS6WMQX,Zakir,NAALAYAK,workout,0.6187091666666666,"workout_low_e_or_tempo e=0.51, tempo=144.1",0.613,0.508,0.327,0.275,8.28e-06,0.0343,144.106
6N22FZs2ZhPBYi3b9XPajV,Still Don't Know My Name,Labrinth,workout,0.49585875,"workout_low_e_or_tempo e=0.63, tempo=89.6",0.316,0.63,0.313,0.471,0.262,0.117,89.643
5k38wzpLb15YgncyWdTZE4,Him & I (with Halsey),G-Eazy;Halsey,workout,0.5614483333333333,"workout_low_e_or_tempo e=0.73, tempo=87.9",0.589,0.731,0.191,0.0534,0.0,0.0868,87.908
7uhINGViZPygI2AljxO8KN,cold/mess,Prateek Kuhad,workout,0.5924737499999999,"workout_low_e_or_tempo e=0.48, tempo=146.0",0.509,0.477,0.283,0.309,0.0168,0.0262,146.031
43mHckutQvJr49nT0UvRxy,Sage,Ritviz,party,0.53925,"party_low_d_or_e d=0.66, e=0.41",0.663,0.412,0.356,0.00434,0.019,0.364,98.023
4R8VBRb5nKbEfi1EIA2B7p,KTMBK,Zaeden;Hanita Bhambri,party,0.730495,"party_low_d_or_e d=0.90, e=0.43",0.898,0.435,0.836,0.555,0.0,0.0489,115.034
6MZyrnqwsLnrWY5Gk0AyXg,Farq hai,Suzonn,relax,0.75205,"relax_high_e_or_d e=0.21, d=0.80",0.8,0.209,0.74,0.865,4.11e-05,0.0408,87.972
5ln5yQdUywVbf8HhFsOcd6,Walls Could Talk,Halsey,party,0.5382650000000001,"party_low_d_or_e d=0.63, e=0.42",0.626,0.423,0.571,0.128,0.0,0.0513,95.162
3FTRSa9mWB3kKx2jkhUAN3,Tum Jab Paas,Prateek Kuhad,party,0.571595,"party_low_d_or_e d=0.75, e=0.34",0.751,0.344,0.471,0.528,1.62e-06,0.0379,122.1
5VSJ9OfZx8V91A7u8Fuoh1,Aaoge Tum Kabhi,The Local Train,workout,0.6763008333333334,"workout_low_e_or_tempo e=0.86, tempo=98.0",0.534,0.863,0.374,0.0152,0.0167,0.0357,98.006
7ox1JFNmfgRtUBY1kx2aIj,Pataas Pilla,Sricharan Pakala;Anirudh Ravichander,workout,0.6921200000000001,"workout_low_e_or_tempo e=0.55, tempo=150.0",0.754,0.545,0.544,0.275,0.0,0.226,150.024
0A3hi4R0OZhvukBOrJhesu,Genesis (Intro),Zaeden,focus,0.7693000000000001,"focus_low_inst_or_high_e inst=0.98, e=0.68",0.345,0.68,0.151,0.573,0.984,0.0288,100.001
1TkyDEdjiUuYhoMkxdZCiO,Tere Hi Hum,Prateek Kuhad,relax,0.7532,"relax_high_e_or_d e=0.30, d=0.74",0.738,0.305,0.489,0.851,1.74e-05,0.0286,116.07
5FzrRiodgp4kXVwXEy26DX,Idhi Chala Baagundhi Le,Prashanth R Vihari;Sid Sriram,workout,0.6304645833333333,"workout_low_e_or_tempo e=0.74, tempo=99.0",0.651,0.74,0.446,0.091,0.0,0.0539,99.005
4NZrZgrRoR4GwR7flWOXRI,Go Fuck Yourself,Two Feet,relax,0.62215,"relax_high_e_or_d e=0.33, d=0.77",0.765,0.327,0.292,0.571,0.0479,0.277,74.931
1ZdhOMWyFR8Iv9eylMGYg2,Mount Everest,Labrinth,party,0.45494999999999997,"party_low_d_or_e d=0.49, e=0.43",0.494,0.428,0.44,0.236,0.0698,0.205,87.724
6SWsSQnuTOyE6DOJG7Zdi4,Sun Lo Na (Raw),Suzonn,relax,0.7132000000000001,"relax_high_e_or_d e=0.18, d=0.86",0.856,0.178,0.632,0.748,0.00593,0.0464,130.089
7fY8qVujvm5lZBrt5Y1sIJ,Khayaal,Arijit Anand;Ankita Barwad,relax,0.67085,"relax_high_e_or_d e=0.33, d=0.70",0.702,0.326,0.556,0.731,0.000287,0.0313,110.022
7FsbfCdgaITFyfA51iur79,"Chaandaniya (From ""2 States"")",Mohan Kannan;Yashita Sharma,workout,0.5540341666666667,"workout_low_e_or_tempo e=0.55, tempo=113.8",0.567,0.546,0.401,0.301,1.69e-06,0.0405,113.806
2f0pn9DkEJwAzXApnFh5cr,Someone To You,BANNERS,workout,0.6575650000000001,"workout_low_e_or_tempo e=0.90, tempo=75.0",0.52,0.903,0.652,0.00517,0.0,0.042,74.988
47hXMyQDGW8sA1NGqmFL7h,All I Need,Prateek Kuhad,relax,0.6894,"relax_high_e_or_d e=0.36, d=0.79",0.786,0.356,0.519,0.771,0.694,0.0462,116.023
3oMU1p4h2mL2YG6TbRzXOi,Peace Of Mind,Lost Stories;KASYAP;Yashraj,workout,0.6030637500000001,"workout_low_e_or_tempo e=0.41, tempo=149.0",0.733,0.406,0.47,0.434,0.0,0.0808,148.959
36jYuqoGDDlfZBst0p4JGy,Mehfooz,Ritviz,workout,0.5240600000000001,"workout_low_e_or_tempo e=0.64, tempo=92.0",0.453,0.643,0.318,0.0855,0.000621,0.0913,91.992
0y1QJc3SJVPKJ1OvFmFqe6,Way down We Go,KALEO,workout,0.6615104166666667,"workout_low_e_or_tempo e=0.51, tempo=163.3",0.489,0.505,0.337,0.579,0.000333,0.117,163.255
7eadaD2SBArRbebB9CP70X,Tu Aisa Kaise Hai?,Osho Jain,relax,0.80295,"relax_high_e_or_d e=0.14, d=0.73",0.731,0.143,0.452,0.843,3e-05,0.0334,111.881
4BL4aEbddW0OGv6fFYYFUt,Ocean,Anuv Jain,relax,0.8176500000000001,"relax_high_e_or_d e=0.24, d=0.72",0.72,0.237,0.606,0.963,0.0,0.0415,125.335
4kXkT9HF9ZfDjuv3LIKcwJ,"Dil Beparvah - The Dewarists, Season 5",Ankur Tewari;Prateek Kuhad;Dhruv Bhola;Nikhil Vasudevan,relax,0.7563000000000001,"relax_high_e_or_d e=0.39, d=0.76",0.762,0.391,0.355,0.867,0.000521,0.0337,137.956
6vFsBXYczYsP0H3lgunZOm,Cloud 9,Beach Bunny,workout,0.7260241666666667,"workout_low_e_or_tempo e=0.93, tempo=81.0",0.637,0.929,0.902,0.00167,2.62e-05,0.0491,80.974
22jbgc9BtV1uiV7hKYTyDx,Chaandaniya,Mohan Kannan;Yashita Sharma,workout,0.5540341666666667,"workout_low_e_or_tempo e=0.55, tempo=113.8",0.567,0.546,0.401,0.301,1.69e-06,0.0405,113.806
1wIQyXIK78ouFBP6LRxd6E,Kannadi Koodum Kootti - Recreated Version,Sanah Moidutty,relax,0.6516,"relax_high_e_or_d e=0.40, d=0.81",0.815,0.403,0.622,0.756,0.0018,0.0641,97.017
6ilc4vQcwMPlvAHFfsTGng,Sweet,Cigarettes After Sex,focus,0.6202500000000001,"focus_low_inst_or_high_e inst=0.77, e=0.51",0.45,0.511,0.115,0.353,0.766,0.0276,96.563
7bd6i95HUlQkNkTQClwcW5,Zakir,NAALAYAK,workout,0.6187091666666666,"workout_low_e_or_tempo e=0.51, tempo=144.1",0.613,0.508,0.327,0.275,8.28e-06,0.0343,144.106
1gCP90gwbynaN4zaaMQU7L,Knocks Me Off My Feet,Stevie Wonder,workout,0.7076,"workout_low_e_or_tempo e=0.49, tempo=181.0",0.496,0.488,0.396,0.295,7.36e-06,0.0305,181.038
2wGd1xVvI38RqbzhlzswFC,The Little Drummer Boy,Stevie Wonder,workout,0.55112375,"workout_low_e_or_tempo e=0.45, tempo=134.5",0.523,0.448,0.351,0.442,0.0,0.0593,134.511
6FYfhKknpt05Om6YPcEYAg,we fell in love in october,girl in red,workout,0.48564999999999997,"workout_low_e_or_tempo e=0.37, tempo=130.0",0.566,0.366,0.237,0.113,0.181,0.028,129.96
1dIXsFBeNCNVM6Vo3OwaR6,The Little Drummer Boy,Stevie Wonder,workout,0.55112375,"workout_low_e_or_tempo e=0.45, tempo=134.5",0.523,0.448,0.351,0.442,0.0,0.0593,134.511
4YZFBZr3x5kEWRhKDU6WYz,The Little Drummer Boy,Stevie Wonder,workout,0.55112375,"workout_low_e_or_tempo e=0.45, tempo=134.5",0.523,0.448,0.351,0.442,0.0,0.0593,134.511
3PfEYl7Yn6Pegnu8tQ2UAK,The Little Drummer Boy,Stevie Wonder,workout,0.55112375,"workout_low_e_or_tempo e=0.45, tempo=134.5",0.523,0.448,0.351,0.442,0.0,0.0593,134.511
2POnf7vLdXObV2vLDMk50f,The Little Drummer Boy,Stevie Wonder,workout,0.55112375,"workout_low_e_or_tempo e=0.45, tempo=134.5",0.523,0.448,0.351,0.442,0.0,0.0593,134.511
6AGOKlMZWLCaEJGnaROtF9,Put Your Records On,Ritt Momney,workout,0.4156591666666667,"workout_low_e_or_tempo e=0.49, tempo=91.1",0.399,0.491,0.151,0.0563,0.00089,0.0538,91.066
7vvmU5ayTrVWiNVxiwHLQI,Kaafizyada,Udbhav,relax,0.66765,"relax_high_e_or_d e=0.47, d=0.71",0.711,0.465,0.534,0.795,0.0115,0.0331,121.016
2vWBUC9djv6BtiGlmKiQaH,YKWIM?,Yot Club,focus,0.7998000000000001,"focus_low_inst_or_high_e inst=0.87, e=0.54",0.372,0.537,0.228,0.937,0.873,0.0305,123.735
2LCvypYL9a21Hln4A4EdWU,Haaray,Abdul Hannan,relax,0.66955,"relax_high_e_or_d e=0.29, d=0.72",0.716,0.29,0.281,0.634,7.3e-05,0.0332,90.019
3aauaXWRgwCMoykMbI0Jq1,I Feel Like I'm Drowning,Two Feet,relax,0.63105,"relax_high_e_or_d e=0.58, d=0.72",0.717,0.577,0.235,0.708,0.00428,0.0491,104.927
11j7AtNPZNq6BUQhAYrWvC,Laung Gawacha,Nucleya;Avneet Khurmi,workout,0.6870983333333334,"workout_low_e_or_tempo e=0.90, tempo=92.0",0.573,0.9,0.415,0.00498,0.00932,0.0368,91.988
2n48BjaFSczfeIG3HaIaPv,Just You and I,Tom Walker,workout,0.58741125,"workout_low_e_or_tempo e=0.70, tempo=92.1",0.567,0.696,0.544,0.456,0.0,0.301,92.061
3TaoFBplKZB4AclYV2cDwT,Firefly,When Chai Met Toast,workout,0.60597875,"workout_low_e_or_tempo e=0.83, tempo=79.9",0.533,0.828,0.391,0.161,0.00242,0.0353,79.947
4iHcmWi4kGGNCEk44ZIXIc,Sasto Mutu,Sajjan Raj Vaidya,workout,0.6650175000000002,"workout_low_e_or_tempo e=0.54, tempo=156.0",0.522,0.538,0.369,0.705,6.52e-06,0.0275,156.006
5DRxbKcBMgMT4nR8eMBjgR,Risaune Bhaye,Sushant KC,workout,0.6404854166666667,"workout_low_e_or_tempo e=0.51, tempo=150.0",0.388,0.51,0.587,0.742,3.7e-05,0.0594,149.995
1dtx9AyVFLG001tZ6aNIAf,When We Feel Young,When Chai Met Toast,workout,0.5544229166666667,"workout_low_e_or_tempo e=0.70, tempo=87.5",0.573,0.7,0.319,0.267,0.0187,0.0271,87.505
5GJPqaqlCSN19ReZ3Hmue4,When We Feel Young,When Chai Met Toast,workout,0.5542316666666666,"workout_low_e_or_tempo e=0.70, tempo=87.5",0.573,0.7,0.317,0.267,0.0187,0.0271,87.508
0Gb6ci1GDk8FZD58mB8kii,Vennila Chandana Kinnam - Recreated Version,Sanah Moidutty,relax,0.8082,"relax_high_e_or_d e=0.27, d=0.77",0.766,0.267,0.312,0.882,3.86e-06,0.0361,119.973
7B70bxCMRcIMwtaGvOs1oe,Del río,Ed Maverick,relax,0.83335,"relax_high_e_or_d e=0.27, d=0.86",0.857,0.266,0.26,0.913,0.0481,0.0443,96.963
1gVKw1G0tDBCLvZqTpeSg5,SKR,Zoé,focus,0.6990000000000001,"focus_low_inst_or_high_e inst=0.92, e=0.68",0.521,0.679,0.207,0.482,0.921,0.0291,92.992
0a05wi1MqM6XSXUzLTmfqD,Fuentes de Ortiz,Ed Maverick,relax,0.89425,"relax_high_e_or_d e=0.16, d=0.83",0.83,0.159,0.189,0.946,2.02e-05,0.0383,104.95
1XmoGNf6OVs6N251UejkbN,KTMBK,Zaeden;Hanita Bhambri,party,0.730495,"party_low_d_or_e d=0.90, e=0.43",0.898,0.435,0.836,0.555,0.0,0.0489,115.034
2IWtloZYQDcP8Ashwx8QEF,Black Out Days,Phantogram,workout,0.6285658333333335,"workout_low_e_or_tempo e=0.80, tempo=92.2",0.542,0.795,0.431,0.00506,0.019,0.0368,92.234
2AT8iROs4FQueDv2c8q2KE,R U Mine?,Arctic Monkeys,workout,0.6157908333333334,"workout_low_e_or_tempo e=0.76, tempo=97.1",0.288,0.758,0.619,0.00616,0.0,0.0371,97.094
0pdKRp2sUthTPe7RLWpPqQ,You're Somebody Else,flora cash,relax,0.7417,"relax_high_e_or_d e=0.45, d=0.71",0.713,0.452,0.235,0.841,0.0038,0.0295,102.963
3VEOc7GOcyFuovS2JRL2Lo,Chandamama,Ritviz,party,0.5124250000000001,"party_low_d_or_e d=0.66, e=0.37",0.661,0.374,0.349,0.0171,0.0,0.0605,92.011
0KqEwy3JfnY6ePwdXtCAfz,Bhanai,Tribal Rain,relax,0.8625500000000001,"relax_high_e_or_d e=0.18, d=0.73",0.727,0.178,0.432,0.965,0.025,0.0376,139.994
2GgxS8bUT5G25QJTsfSv0R,Burn,Ellie Goulding,workout,0.5949466666666668,"workout_low_e_or_tempo e=0.78, tempo=87.0",0.559,0.777,0.329,0.31,0.0,0.0432,87.016
6SQDhaDMwLeRGHfyLb00d4,Train Song,Midival Punditz;Karsh Kale;Raghu Dixit,party,0.521945,"party_low_d_or_e d=0.40, e=0.68",0.397,0.684,0.87,0.0486,0.0075,0.0419,63.047
0UXswv8EK5264CWxS0tLNF,Boba Tunnel,Anupam Roy,workout,0.60471875,"workout_low_e_or_tempo e=0.54, tempo=132.0",0.598,0.537,0.397,0.285,0.0,0.0326,131.955
25gacl0dFF9HTclx7Ug7xC,Like 1999,Valley,party,0.5784950000000001,"party_low_d_or_e d=0.73, e=0.38",0.733,0.382,0.517,0.132,0.0,0.0459,98.027
2Wzl4bZLjqFUOeZaGrTaVJ,parents,YUNGBLUD,workout,0.6417333333333333,"workout_low_e_or_tempo e=0.83, tempo=82.0",0.594,0.833,0.599,0.00967,0.0,0.0507,82.04
7staPerb0ZxnCz5MXHDYC3,The Funeral,YUNGBLUD,workout,0.7050525,"workout_low_e_or_tempo e=0.87, tempo=92.5",0.576,0.869,0.746,8.57e-05,7.1e-05,0.0339,92.538
7cYSPJFfMSfWA8x8KgCBsi,The Funeral,YUNGBLUD,workout,0.7050525,"workout_low_e_or_tempo e=0.87, tempo=92.5",0.576,0.869,0.746,8.57e-05,7.1e-05,0.0339,92.538
10hMM5nsZQf66ldBlgWBfG,All For Us - from the HBO Original Series Euphoria,Labrinth;Zendaya,workout,0.44255500000000003,"workout_low_e_or_tempo e=0.65, tempo=71.0",0.348,0.652,0.172,0.0165,0.000264,0.0931,70.956
5pBRSczAiFZEtrIwH1LqAo,Aarzu,Hasan Raheem,party,0.6393350000000002,"party_low_d_or_e d=0.91, e=0.38",0.911,0.383,0.259,0.34,2.41e-06,0.0737,114.999
3kxkjirben9RVm9NqYa6rm,Black Out Days - Future Islands Remix,Phantogram;Future Islands,workout,0.6465591666666667,"workout_low_e_or_tempo e=0.48, tempo=170.0",0.477,0.483,0.123,0.0027,0.783,0.0364,170.026
5qlsGohL4JSjYFYnCsljHM,Rung,Shamoon Ismail,party,0.59244,"party_low_d_or_e d=0.79, e=0.42",0.791,0.424,0.331,0.0416,1.61e-06,0.0348,106.993
0I1eFRytp4XRhLCjT6tZm7,I Can't Handle Change,Roar,workout,0.6546,"workout_low_e_or_tempo e=0.44, tempo=185.7",0.247,0.438,0.39,0.0447,0.000867,0.0358,185.711
70LcF31zb1H0PyJoS1Sx1r,Creep,Radiohead,party,0.40821,"party_low_d_or_e d=0.52, e=0.43",0.515,0.43,0.104,0.0097,0.000133,0.0372,91.844
