popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,vibe
48,349405,False,0.705,0.709,2,-9.171,1,0.042,0.00265,0.888,0.11,0.039,128.005,4,workout
51,384235,False,0.687,0.819,8,-3.356,1,0.0231,0.441,5.2e-06,0.11,0.501,99.989,1,workout
44,239560,False,0.564,0.416,10,-6.813,1,0.0423,0.554,0.00145,0.11,0.344,179.728,3,workout
36,254345,False,0.53,0.797,9,-8.05,1,0.224,0.41,1.58e-05,0.88,0.541,147.256,4,workout
20,140413,False,0.241,0.62,4,-9.857,1,0.086,0.092,0.346,0.161,0.457,156.021,3,workout
38,194369,False,0.518,0.964,2,-5.769,1,0.0475,0.00274,0.778,0.221,0.0501,109.989,4,workout
0,112426,False,0.382,0.937,0,-9.01,1,0.0758,0.0172,0.0,0.271,0.0957,108.729,4,workout
0,169245,False,0.654,0.596,1,-4.68,1,0.0458,0.424,0.0,0.11,0.382,118.078,4,workout
28,212026,False,0.502,0.454,9,-6.811,1,0.0303,0.45,4.08e-05,0.142,0.464,141.861,4,workout
28,161186,False,0.441,0.884,4,-2.988,1,0.0383,0.778,0.000508,0.088,0.873,170.758,4,workout
0,199253,False,0.574,0.966,4,-3.034,1,0.0685,0.0141,0.0,0.43,0.788,128.034,4,workout
72,307066,False,0.502,0.632,0,-4.612,1,0.0273,0.447,0.0,0.103,0.308,152.014,4,workout
40,146613,False,0.478,0.86,2,-5.0,0,0.0653,0.302,0.0,0.518,0.735,145.89,4,workout
23,185960,False,0.705,0.631,2,-13.718,1,0.0427,0.119,0.000178,0.0698,0.972,157.295,4,workout
30,125906,False,0.412,0.81,7,-10.655,1,0.0725,0.0363,1.1e-05,0.104,0.966,174.362,4,workout
48,408181,False,0.37,0.53,2,-6.736,1,0.0402,0.0736,0.0,0.132,0.371,121.729,4,workout
25,325181,False,0.508,0.77,0,-5.659,1,0.0289,0.202,0.00866,0.0672,0.853,128.186,4,workout
22,478197,False,0.617,0.868,0,-7.344,1,0.0404,0.554,0.559,0.0738,0.913,122.883,4,workout
0,195561,False,0.792,0.703,0,-4.678,0,0.0391,0.0874,0.000129,0.225,0.472,121.975,4,workout
1,224613,False,0.793,0.617,7,-4.32,1,0.0766,0.0464,0.00402,0.165,0.418,134.909,4,workout
53,229106,False,0.503,0.888,0,-4.522,1,0.0386,0.00269,0.0458,0.0733,0.589,173.057,4,workout
37,172506,False,0.403,0.97,1,-1.233,1,0.147,0.00738,0.00101,0.32,0.658,189.913,4,workout
0,185400,False,0.484,0.944,4,-3.652,1,0.0413,0.0901,0.0,0.471,0.839,170.064,4,workout
27,203746,False,0.266,0.777,9,-6.06,0,0.0473,0.394,0.119,0.144,0.652,146.777,4,workout
41,246779,False,0.605,0.655,11,-7.946,1,0.0294,0.291,0.0445,0.0937,0.0719,124.008,4,workout
33,246613,False,0.522,0.672,7,-9.058,0,0.039,0.0785,0.418,0.0864,0.75,155.833,4,workout
69,227240,False,0.552,0.873,0,-6.065,1,0.0464,0.00137,0.000273,0.0966,0.62,125.059,4,workout
51,452520,False,0.307,0.394,11,-8.716,1,0.0338,0.0611,8.04e-06,0.254,0.159,134.967,4,workout
56,188066,False,0.461,0.423,4,-9.161,1,0.0369,0.486,0.00118,0.137,0.546,146.061,4,workout
21,204687,False,0.433,0.816,7,-5.507,1,0.0831,0.14,0.000145,0.557,0.234,131.287,4,workout
27,161440,False,0.171,0.993,7,-6.505,1,0.219,0.000353,0.000606,0.892,0.06,150.621,4,workout
6,960000,False,0.714,0.831,0,-7.809,1,0.14,0.0799,0.796,0.506,0.654,104.98,4,workout
20,187200,True,0.731,0.948,1,-2.64,1,0.204,0.0854,0.000199,0.379,0.125,99.998,4,workout
71,221520,False,0.646,0.644,2,-6.763,1,0.031,0.0243,0.0,0.0888,0.251,99.999,4,workout
71,207013,False,0.75,0.941,8,-1.759,1,0.0609,0.0111,2.11e-06,0.228,0.867,129.978,4,workout
39,446750,False,0.334,0.655,3,-8.045,1,0.0338,0.105,0.000193,0.935,0.209,79.624,4,workout
49,279555,False,0.524,0.894,9,-5.214,0,0.0378,0.00685,0.226,0.156,0.134,122.97,4,workout
52,210146,True,0.795,0.874,1,-3.502,1,0.0506,0.0812,0.0906,0.065,0.2,108.001,4,workout
9,271542,False,0.434,0.985,0,-1.793,1,0.0437,0.025,0.381,0.0558,0.49,174.994,4,workout
26,135906,False,0.447,0.85,3,-4.303,1,0.183,0.00235,0.00671,0.0794,0.486,84.806,5,workout
10,195793,False,0.891,0.785,7,-12.076,0,0.104,0.028,0.703,0.0729,0.499,133.042,4,workout
43,211506,False,0.391,0.6,0,-3.935,1,0.0298,0.0692,0.0,0.134,0.27,81.964,4,workout
54,156057,False,0.706,0.686,7,-9.129,0,0.0835,0.0852,1.63e-05,0.187,0.52,142.021,4,workout
26,232815,False,0.654,0.834,9,-4.436,1,0.0425,0.0172,0.000229,0.089,0.904,139.377,4,workout
36,211506,False,0.435,0.946,7,-5.577,1,0.258,0.00307,0.0,0.64,0.536,97.211,4,workout
16,220887,False,0.561,0.906,5,-3.109,0,0.0324,0.00333,0.0458,0.118,0.155,130.038,4,workout
81,228093,True,0.73,0.769,8,-5.114,1,0.0298,0.138,0.0,0.0473,0.507,104.948,4,workout
75,184760,False,0.522,0.914,7,-8.285,1,0.0379,0.000164,0.847,0.24,0.0364,137.939,3,workout
57,192405,False,0.742,0.678,7,-6.442,1,0.0343,0.00791,0.0021,0.113,0.267,125.956,4,workout
30,246413,False,0.426,0.885,2,-3.833,1,0.0387,0.0724,3.5e-05,0.376,0.434,72.292,4,workout
1,224213,False,0.501,0.815,1,-4.865,1,0.0436,0.0513,0.0,0.106,0.46,160.087,4,workout
40,178759,False,0.588,0.764,11,-9.266,0,0.154,0.544,3.48e-06,0.698,0.557,105.903,3,workout
5,156981,True,0.653,0.913,9,-3.638,1,0.23,0.142,0.0,0.103,0.687,158.955,4,workout
43,317266,False,0.553,0.518,3,-6.844,0,0.0295,0.275,7.01e-06,0.155,0.123,113.865,4,workout
52,267997,True,0.206,0.962,7,-4.714,1,0.136,2.63e-05,3.17e-06,0.0679,0.303,152.327,4,workout
0,479775,False,0.518,0.831,7,-8.72,1,0.0839,0.0926,0.891,0.107,0.28,125.05,4,workout
59,377000,False,0.798,0.636,6,-10.52,1,0.0431,0.327,0.0,0.128,0.799,139.98,4,workout
62,255533,False,0.588,0.644,7,-9.547,1,0.0338,0.0928,0.0472,0.092,0.49,95.647,4,workout
26,580333,False,0.42,0.693,9,-7.923,1,0.0502,0.255,0.142,0.117,0.516,153.185,4,workout
2,230826,False,0.755,0.844,5,-6.234,0,0.326,0.328,8.8e-06,0.555,0.745,171.867,4,workout
21,210837,False,0.519,0.842,1,-5.559,0,0.135,0.0124,5.02e-05,0.258,0.173,74.999,4,workout
24,151373,False,0.631,0.274,9,-11.615,0,0.0306,0.45,5.49e-06,0.0775,0.607,157.732,4,workout
39,356176,False,0.439,0.715,2,-9.661,0,0.0763,0.484,0.0,0.116,0.283,139.948,4,workout
21,288480,False,0.679,0.928,9,-3.102,1,0.118,0.139,0.0,0.336,0.602,127.981,4,workout
63,161624,False,0.735,0.593,11,-7.473,1,0.0885,0.731,0.178,0.135,0.475,160.07,4,workout
12,123040,False,0.687,0.982,1,-6.226,1,0.223,0.00951,0.856,0.0659,0.343,183.761,4,workout
34,224669,False,0.393,0.988,2,-4.902,1,0.0449,0.00372,0.0189,0.256,0.309,175.032,4,workout
65,303920,False,0.432,0.936,3,-4.537,0,0.0562,0.00691,0.0,0.14,0.499,157.469,4,workout
60,182400,False,0.601,0.591,5,-7.407,0,0.0337,0.0188,0.0766,0.126,0.37,150.044,4,workout
20,156693,False,0.34,0.706,2,-7.939,1,0.0357,0.396,0.966,0.246,0.963,165.09,4,workout
0,267106,False,0.554,0.877,0,-6.515,1,0.0469,0.012,3.94e-05,0.499,0.499,127.034,4,workout
0,305678,False,0.361,0.688,1,-15.135,1,0.291,0.109,0.000144,0.366,0.149,118.974,3,workout
59,134845,True,0.654,0.766,2,-5.48,1,0.127,0.0178,2.37e-05,0.28,0.521,187.901,4,workout
0,303853,False,0.707,0.933,0,-6.985,1,0.0654,0.156,0.0,0.0996,0.884,120.042,4,workout
16,348484,False,0.267,0.823,3,-7.626,1,0.064,0.00131,0.00831,0.363,0.18,169.974,4,workout
0,184320,False,0.707,0.882,6,-7.46,1,0.0385,0.0606,0.0131,0.105,0.208,125.007,4,workout
36,195586,False,0.45,0.94,9,-4.507,1,0.116,0.545,0.0,0.936,0.615,107.686,4,workout
69,275395,False,0.292,0.823,7,-6.763,1,0.0407,0.0117,7.79e-05,0.155,0.244,89.939,4,workout
0,218798,False,0.248,0.572,10,-6.827,1,0.0429,0.278,0.0,0.139,0.228,205.458,3,workout
52,212571,False,0.58,0.636,2,-6.649,1,0.0262,0.191,0.0313,0.0915,0.38,105.037,3,workout
34,209000,False,0.297,0.607,0,-5.737,1,0.0527,0.211,0.0192,0.322,0.336,178.254,4,workout
22,211000,False,0.626,0.522,0,-11.857,1,0.0279,0.342,0.0,0.234,0.802,139.827,4,workout
41,370821,False,0.53,0.87,2,-6.393,1,0.0618,0.466,0.0,0.573,0.719,95.297,4,workout
46,268043,False,0.521,0.55,1,-6.222,1,0.0709,0.0029,0.171,0.0955,0.0391,184.018,4,workout
34,212470,False,0.418,0.665,0,-5.951,0,0.0433,0.473,0.0,0.0994,0.44,170.161,4,workout
34,343118,False,0.796,0.906,0,-4.025,1,0.0483,0.223,1.85e-06,0.0609,0.392,127.957,4,workout
26,256466,False,0.312,0.728,0,-5.563,1,0.0507,0.00872,0.00109,0.632,0.13,112.369,4,workout
0,244866,False,0.582,0.755,11,-7.305,1,0.0288,0.0632,0.00658,0.931,0.311,109.061,4,workout
48,243266,False,0.618,0.69,3,-4.311,1,0.0268,0.292,0.0,0.202,0.252,145.989,4,workout
55,293122,False,0.323,0.695,2,-5.507,1,0.0447,0.0794,0.0,0.122,0.105,145.738,4,workout
47,188154,False,0.625,0.664,4,-5.993,1,0.0406,0.661,0.0,0.176,0.432,141.917,4,workout
29,219342,False,0.651,0.894,1,-3.042,1,0.0312,0.00889,1.27e-05,0.245,0.695,130.006,4,workout
33,227053,False,0.245,0.624,2,-5.606,1,0.0368,0.11,0.0,0.363,0.462,162.586,3,workout
34,147428,True,0.698,0.854,9,-2.922,1,0.0779,0.0889,0.0,0.136,0.508,140.115,4,workout
36,310204,False,0.717,0.744,2,-12.061,0,0.0392,0.501,0.0294,0.135,0.962,163.889,4,workout
24,241583,False,0.369,0.875,0,-4.972,0,0.0519,0.00101,9.16e-05,0.225,0.554,95.037,4,workout
69,253352,False,0.751,0.67,0,-4.587,1,0.267,0.0796,0.00018,0.0908,0.766,156.062,4,workout
55,208346,False,0.411,0.863,5,-3.867,0,0.0904,0.0743,0.0,0.359,0.625,155.18,4,workout
37,184038,False,0.608,0.742,1,-6.61,1,0.0712,0.00827,4.98e-06,0.227,0.641,165.108,4,workout
27,253786,False,0.515,0.981,5,-3.855,1,0.0532,0.00101,0.0,0.077,0.611,145.97,4,workout
21,318492,False,0.629,0.801,7,-7.925,1,0.0586,0.00197,0.777,0.0699,0.232,150.068,4,workout
0,233906,False,0.462,0.914,8,-6.382,1,0.0416,0.00124,0.000125,0.0978,0.326,142.978,4,workout
53,180904,False,0.722,0.909,4,-3.952,0,0.0365,0.00371,0.00586,0.0792,0.392,140.041,4,workout
46,420386,False,0.314,0.711,1,-5.927,0,0.0432,0.0283,4.85e-06,0.7,0.147,141.911,4,workout
36,209000,False,0.728,0.836,4,-3.964,0,0.0519,0.0295,1.53e-05,0.0848,0.43,104.876,4,workout
11,147186,False,0.575,0.795,7,-13.299,1,0.0321,0.615,0.948,0.282,0.916,158.087,4,workout
21,154838,False,0.428,0.972,6,-2.544,1,0.1,0.282,0.0201,0.371,0.24,155.072,4,workout
0,190840,False,0.59,0.944,5,-3.596,0,0.0496,4.69e-05,0.000107,0.0553,0.694,124.81,4,workout
0,253626,False,0.44,0.838,9,-6.196,1,0.0423,0.0956,0.0,0.473,0.619,138.908,4,workout
39,371664,False,0.652,0.927,7,-7.339,1,0.0428,0.00998,0.743,0.11,0.453,137.996,4,workout
79,202533,False,0.615,0.871,9,-1.248,1,0.0516,0.0427,0.0,0.254,0.297,123.915,4,workout
2,244804,False,0.467,0.9,11,-4.505,1,0.0451,0.000187,0.000493,0.105,0.554,130.027,4,workout
46,205920,False,0.431,0.87,4,-4.008,1,0.0552,0.0391,1.59e-05,0.56,0.355,157.798,4,workout
55,246333,False,0.564,0.945,1,-4.705,1,0.0493,0.0189,0.0,0.359,0.399,101.003,4,workout
47,297453,False,0.319,0.67,4,-7.276,1,0.0998,0.501,0.0,0.219,0.332,137.539,4,workout
68,192280,False,0.692,0.881,11,-2.563,0,0.0461,0.0457,4.45e-06,0.146,0.432,103.053,4,workout
41,616786,False,0.106,0.804,4,-4.727,0,0.0734,3.25e-06,0.908,0.31,0.112,154.99,4,workout
13,96013,False,0.253,0.983,1,-2.719,1,0.211,3.18e-06,0.368,0.364,0.186,104.638,4,workout
63,197601,True,0.642,0.861,4,-3.837,1,0.294,0.0318,0.0,0.23,0.582,92.912,4,workout
0,156300,False,0.678,0.849,11,-2.11,0,0.125,0.172,0.0,0.0996,0.764,100.005,4,workout
48,197243,False,0.671,0.625,9,-4.128,1,0.0436,0.37,0.0,0.107,0.683,154.955,4,workout
47,198000,False,0.584,0.548,8,-10.19,1,0.0361,0.669,0.0036,0.164,0.386,160.002,4,workout
20,347106,False,0.3,0.853,9,-6.708,0,0.0694,1.16e-05,0.899,0.335,0.167,166.064,4,workout
27,290573,False,0.598,0.867,2,-7.618,1,0.0408,0.0117,0.154,0.0739,0.535,163.819,4,workout
0,206696,False,0.741,0.695,1,-5.341,1,0.0454,0.021,0.0,0.0922,0.861,134.032,4,workout
32,266666,False,0.468,0.865,7,-12.299,1,0.0841,4.36e-05,0.0467,0.0866,0.286,144.06,4,workout
65,207071,False,0.528,0.739,0,-6.32,0,0.0314,0.687,5.17e-05,0.168,0.542,128.1,4,workout
52,270920,False,0.291,0.98,1,-5.138,1,0.153,0.00127,0.091,0.102,0.257,79.792,4,workout
47,423720,False,0.568,0.846,5,-5.565,0,0.0691,0.00531,0.416,0.128,0.337,145.02,4,workout
42,253793,False,0.445,0.984,1,-1.343,1,0.278,0.00591,0.00399,0.173,0.341,173.966,4,workout
3,279635,False,0.785,0.7,9,-5.81,0,0.0406,0.0179,0.00251,0.0823,0.296,122.031,4,workout
69,256146,False,0.602,0.839,4,-4.251,0,0.0255,0.502,0.00128,0.095,0.653,95.159,4,workout
1,177634,False,0.575,0.75,3,-6.636,1,0.0589,0.294,0.0,0.138,0.298,99.86,4,workout
22,414669,False,0.363,0.915,0,-7.165,1,0.0821,0.00529,0.0563,0.3,0.351,123.841,4,workout
50,275018,False,0.706,0.639,8,-4.429,1,0.0317,0.187,0.0,0.589,0.497,132.113,4,workout
0,229933,False,0.603,0.886,5,-3.777,0,0.0837,0.00045,0.0,0.26,0.395,126.027,4,workout
67,203641,False,0.466,0.747,4,-4.838,0,0.0795,0.417,9.76e-06,0.107,0.43,92.161,4,workout
34,141706,False,0.35,0.779,0,-7.864,1,0.0973,0.00237,0.0,0.0307,0.779,141.245,4,workout
72,149373,False,0.55,0.854,3,-5.968,1,0.036,0.661,0.0,0.112,0.965,159.231,4,workout
27,212800,False,0.615,0.633,0,-7.396,1,0.0523,0.00962,0.00121,0.297,0.828,159.955,4,workout
39,275986,False,0.486,0.885,5,-4.136,0,0.0319,0.0264,0.00329,0.083,0.806,174.029,4,workout
54,245137,True,0.442,0.932,11,-6.258,1,0.0575,0.000145,3.85e-06,0.28,0.303,152.028,4,workout
45,318160,False,0.507,0.472,9,-9.469,0,0.0261,7.66e-05,4.56e-05,0.091,0.446,131.915,4,workout
43,180720,False,0.56,0.922,7,-5.184,1,0.0638,0.0833,0.0,0.0799,0.856,149.79,4,workout
15,348750,False,0.835,0.736,0,-8.8,1,0.0955,0.00314,0.0319,0.0706,0.214,127.948,4,workout
24,364613,False,0.232,0.988,7,-3.714,1,0.106,6.73e-06,0.881,0.646,0.0798,179.996,3,workout
35,203012,False,0.539,0.852,5,-4.65,1,0.0303,0.0341,0.357,0.171,0.925,116.97,4,workout
46,264000,False,0.654,0.709,1,-2.906,1,0.458,0.316,0.0,0.0796,0.745,157.738,5,workout
12,103933,False,0.37,0.992,8,-4.788,1,0.143,7.05e-06,4.54e-06,0.301,0.308,113.49,4,workout
36,185480,False,0.649,0.796,7,-3.624,1,0.0291,0.0338,0.0,0.35,0.456,121.989,4,workout
40,200925,False,0.629,0.712,6,-6.812,0,0.0338,0.0642,0.0,0.352,0.294,134.937,4,workout
72,210013,False,0.503,0.748,5,-4.124,1,0.0619,0.0305,0.0,0.343,0.356,125.896,4,workout
38,107178,False,0.804,0.492,2,-10.982,1,0.204,0.352,0.0,0.134,0.931,199.957,4,workout
61,230213,False,0.485,0.723,10,-6.565,1,0.0317,0.541,1.12e-06,0.075,0.541,167.845,4,workout
82,269000,False,0.618,0.938,9,-3.442,1,0.0456,0.0179,0.0,0.167,0.875,91.455,4,workout
62,193846,False,0.631,0.643,0,-5.656,1,0.053,0.0658,0.0,0.0937,0.528,130.099,4,workout
19,377217,False,0.468,0.661,2,-13.254,1,0.0406,7.77e-05,0.000738,0.0564,0.282,127.906,4,workout
8,327653,False,0.77,0.771,1,-14.316,1,0.0587,0.174,0.897,0.0686,0.821,115.875,4,workout
76,152214,False,0.602,0.642,2,-5.404,0,0.211,0.0131,5.33e-06,0.0668,0.54,175.978,4,workout
76,194165,True,0.609,0.449,5,-13.291,0,0.249,0.326,0.000115,0.147,0.309,143.854,4,workout
3,129817,False,0.748,0.841,7,-5.08,1,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,4,workout
44,238640,False,0.489,0.684,9,-7.933,0,0.0287,0.243,0.0,0.261,0.553,92.088,4,workout
13,85133,False,0.449,0.999,9,-4.976,1,0.0743,0.00251,0.648,0.0441,0.777,176.651,4,workout
21,185209,False,0.524,0.989,6,-5.778,1,0.0523,7.96e-05,0.378,0.341,0.534,99.889,4,workout
1,163613,False,0.448,0.606,3,-4.565,1,0.0609,0.577,0.0,0.217,0.483,121.15,4,workout
38,215628,False,0.514,0.94,11,-6.459,0,0.0441,0.0303,0.905,0.11,0.0317,133.507,4,workout
0,166040,False,0.644,0.848,2,-5.385,1,0.0529,0.0358,0.0,0.0676,0.928,162.151,4,workout
54,181635,False,0.632,0.874,1,-3.106,0,0.058,0.0169,3.72e-06,0.32,0.65,124.009,4,workout
74,287120,True,0.762,0.766,7,-3.955,1,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,4,workout
39,230400,False,0.59,0.8,8,-4.034,1,0.0766,0.256,0.0,0.0711,0.195,100.129,4,workout
43,206333,False,0.463,0.621,7,-4.782,1,0.0286,0.353,0.0,0.149,0.526,139.652,4,workout
75,166023,False,0.711,0.747,0,-6.335,1,0.0523,0.459,0.0,0.0957,0.852,136.0,4,workout
25,201688,False,0.527,0.941,8,-6.254,1,0.0795,0.0001,8.41e-05,0.168,0.393,105.003,4,workout
50,134173,False,0.192,0.894,2,-7.136,1,0.0421,3.42e-06,0.0028,0.025,0.67,194.458,4,workout
9,352201,False,0.805,0.742,6,-9.635,0,0.148,0.00193,0.934,0.138,0.254,124.028,4,workout
45,215132,False,0.363,0.66,1,-8.251,1,0.0539,0.0665,2.38e-05,0.166,0.381,135.224,4,workout
42,291306,False,0.44,0.833,7,-4.79,1,0.0325,0.0308,0.0,0.094,0.335,94.995,4,workout
18,176373,True,0.175,0.962,10,-7.383,0,0.148,2.06e-06,0.703,0.263,0.211,122.922,4,workout
88,148197,False,0.671,0.636,6,-8.117,0,0.103,0.515,0.000411,0.172,0.262,120.966,4,workout
48,186307,False,0.674,0.766,5,-4.53,0,0.0524,0.0631,0.0,0.528,0.357,123.991,4,workout
1,179640,False,0.733,0.829,8,-5.264,0,0.0468,0.159,2.34e-06,0.0831,0.975,112.995,4,workout
55,196720,False,0.523,0.783,3,-6.38,0,0.0331,0.00062,0.00447,0.22,0.723,132.474,4,workout
0,208413,False,0.508,0.706,1,-6.294,1,0.0475,0.15,0.0,0.376,0.479,114.842,4,workout
39,164176,False,0.809,0.572,3,-10.729,1,0.445,0.119,0.00847,0.107,0.331,177.946,4,workout
0,177108,False,0.444,0.669,8,-6.727,0,0.125,0.0669,0.0,0.124,0.44,183.441,4,workout
0,268426,False,0.666,0.854,9,-5.051,0,0.0295,0.179,1.2e-06,0.0986,0.803,125.637,4,workout
48,204166,False,0.615,0.623,10,-7.617,1,0.0507,0.601,0.0,0.426,0.515,143.962,4,workout
0,242720,False,0.218,0.932,9,-6.803,1,0.098,0.0155,0.0246,0.277,0.315,167.718,4,workout
22,449213,False,0.208,0.919,9,-5.498,0,0.0815,2.08e-05,0.00472,0.0855,0.293,110.08,3,workout
12,222493,False,0.661,0.841,9,-5.849,1,0.0344,0.00153,0.00348,0.358,0.211,129.99,4,workout
0,492721,False,0.763,0.672,9,-9.863,0,0.0481,0.00255,0.898,0.0868,0.0942,124.997,4,workout
44,281890,False,0.495,0.852,0,-5.487,1,0.0451,0.000121,0.000483,0.136,0.466,127.962,4,workout
15,302769,False,0.799,0.968,7,-7.343,1,0.0484,2.98e-06,0.907,0.16,0.1,129.99,4,workout
21,223533,False,0.344,0.747,9,-5.481,0,0.0592,0.00143,0.163,0.0996,0.241,98.864,3,workout
5,212101,True,0.758,0.682,10,-6.386,0,0.204,0.041,0.0,0.178,0.545,157.04,4,workout
71,195466,False,0.622,0.692,7,-6.97,1,0.0276,0.363,0.000158,0.193,0.774,112.053,4,workout
47,362734,False,0.459,0.399,6,-9.954,1,0.0339,0.433,0.0,0.682,0.374,139.792,3,workout
49,179383,False,0.527,0.38,4,-9.9,1,0.0864,0.0993,0.0,0.065,0.489,159.772,4,workout
17,201560,False,0.692,0.917,9,-5.15,0,0.124,0.0379,0.82,0.134,0.394,101.821,4,workout
30,236648,False,0.831,0.891,0,-7.917,1,0.107,0.106,0.0,0.133,0.924,140.0,4,workout
34,180640,False,0.397,0.974,2,-2.555,0,0.0705,0.00105,0.0,0.085,0.571,156.601,4,workout
34,157400,False,0.686,0.727,4,-8.201,1,0.285,0.761,0.0,0.292,0.873,149.814,4,workout
41,226285,False,0.441,0.552,2,-8.159,0,0.0278,0.0711,2.16e-05,0.357,0.484,139.959,4,workout
52,197449,False,0.625,0.831,5,-6.757,0,0.0541,0.00447,0.0624,0.0923,0.191,121.929,4,workout
20,218933,False,0.467,0.76,1,-5.161,1,0.291,0.194,2.68e-05,0.137,0.285,180.297,4,workout
34,176129,False,0.695,0.778,7,-4.651,0,0.0374,0.461,0.894,0.124,0.96,123.971,4,workout
43,157766,False,0.5,0.998,1,-2.345,1,0.207,0.000753,0.8,0.236,0.481,149.941,4,workout
57,279066,False,0.477,0.79,2,-5.348,1,0.0394,0.0261,0.0,0.0841,0.505,157.797,4,workout
59,242011,True,0.377,0.723,7,-2.951,1,0.046,0.181,0.0,0.0815,0.167,84.139,4,workout
0,218520,False,0.73,0.939,11,-4.665,0,0.0532,0.0347,0.0,0.335,0.939,121.001,4,workout
39,340915,False,0.774,0.667,2,-5.859,1,0.0315,0.57,4.19e-05,0.108,0.823,134.985,4,workout
58,197933,True,0.665,0.727,7,-6.57,0,0.103,0.032,1.02e-05,0.0873,0.66,101.976,4,workout
48,219130,False,0.425,0.957,6,-5.718,1,0.0888,0.000366,0.0124,0.24,0.071,137.88,4,workout
5,527000,False,0.665,0.854,11,-10.355,0,0.0367,0.092,0.555,0.111,0.809,131.962,4,workout
55,203070,False,0.501,0.716,10,-4.661,1,0.0411,0.189,0.0,0.0606,0.363,70.919,4,workout
30,207632,False,0.343,0.703,5,-11.202,0,0.029,0.00701,0.0776,0.0841,0.496,111.84,4,workout
52,230306,False,0.595,0.788,3,-10.128,0,0.363,0.195,0.202,0.153,0.414,97.012,4,workout
57,196240,False,0.594,0.695,8,-8.872,1,0.0259,0.19,3.58e-06,0.119,0.172,104.977,4,workout
42,189360,False,0.655,0.676,5,-6.554,1,0.039,0.622,0.0,0.127,0.923,143.878,4,workout
43,178946,True,0.588,0.715,9,-6.848,0,0.0279,0.0687,0.0249,0.139,0.704,129.111,4,workout
45,186137,False,0.699,0.709,2,-6.868,1,0.0362,0.219,0.0,0.236,0.724,137.035,4,workout
46,218017,False,0.679,0.608,0,-10.187,0,0.0368,0.639,7.55e-06,0.0873,0.361,116.043,4,workout
57,277337,False,0.417,0.52,3,-4.872,1,0.0324,0.19,0.0,0.0783,0.346,123.934,3,workout
31,301847,False,0.38,0.888,0,-6.003,1,0.0646,0.00113,0.0368,0.112,0.0788,128.899,4,workout
21,179209,False,0.576,0.973,8,-1.465,1,0.351,0.158,0.0,0.369,0.272,155.043,4,workout
0,118840,False,0.602,0.553,11,-9.336,1,0.0328,0.108,0.0,0.0512,0.971,130.594,4,workout
0,118840,False,0.602,0.553,11,-9.336,1,0.0328,0.108,0.0,0.0512,0.971,130.594,4,workout
78,200306,False,0.654,0.81,4,-6.26,0,0.0288,0.00719,0.00251,0.165,0.661,114.623,4,workout
32,221518,False,0.759,0.836,8,-4.762,1,0.312,0.072,0.0,0.0167,0.736,159.836,4,workout
22,192437,False,0.48,0.721,1,-7.099,1,0.0437,0.0336,5.98e-06,0.179,0.188,179.905,4,workout
54,246944,False,0.701,0.802,10,-7.887,0,0.0407,0.00221,0.396,0.0887,0.154,123.008,4,workout
43,368613,False,0.636,0.931,11,-4.595,0,0.106,0.131,3e-06,0.837,0.592,104.355,4,workout
53,162442,False,0.548,0.835,1,-5.094,1,0.0394,0.00874,0.000653,0.238,0.385,160.022,4,workout
59,133813,False,0.623,0.613,10,-10.099,1,0.0698,0.231,0.0,0.12,0.918,144.334,4,workout
47,191440,False,0.483,0.913,6,-4.305,1,0.0425,0.000391,0.0,0.309,0.279,103.108,4,workout
59,159572,False,0.721,0.782,0,-6.585,0,0.0573,0.00986,0.00563,0.0992,0.506,124.088,4,workout
50,256618,False,0.527,0.568,0,-8.603,0,0.0462,0.564,0.0,0.529,0.449,143.933,4,workout
35,206132,False,0.57,0.894,5,-6.04,1,0.0908,0.0208,0.0,0.364,0.641,137.888,4,workout
24,247146,False,0.583,0.714,6,-4.32,0,0.0377,0.473,3.38e-05,0.341,0.527,130.201,4,workout
49,231760,False,0.41,0.951,9,-4.762,1,0.0556,2.99e-05,0.0,0.187,0.61,164.088,4,workout
44,435223,False,0.574,0.971,8,-5.53,0,0.044,0.00198,0.823,0.104,0.0741,134.002,4,workout
49,402493,False,0.375,0.888,0,-5.946,1,0.0447,0.000239,0.00708,0.0942,0.191,66.751,4,workout
33,151346,False,0.562,0.719,1,-6.7,1,0.033,0.0544,0.0,0.0902,0.915,172.097,4,workout
5,244804,False,0.467,0.9,11,-4.505,1,0.0451,0.000187,0.000493,0.105,0.554,130.027,4,workout
46,274325,False,0.571,0.714,5,-8.102,1,0.0455,0.752,0.0,0.367,0.652,164.867,4,workout
1,216693,False,0.468,0.81,9,-8.33,1,0.0724,0.00169,0.0314,0.567,0.464,145.589,4,workout
0,184000,False,0.74,0.892,11,-2.756,0,0.0664,0.025,0.0,0.188,0.826,105.003,4,workout
48,182333,False,0.653,0.682,11,-4.503,1,0.0284,0.271,1.67e-06,0.826,0.438,106.969,3,workout
35,134800,False,0.284,0.959,1,-6.02,0,0.123,0.00142,0.000146,0.0866,0.665,174.296,4,workout
32,227683,False,0.669,0.561,0,-4.119,1,0.0509,0.0427,0.0,0.349,0.615,150.041,4,workout
